bblid,envSES,envHouseholds,neighborhoodCrime
109841,0.979784265,0.674021021,
109847,0.869574992,-0.686392684,
109853,-1.071670994,0.205316172,
109863,0.911125695,-0.198358098,
109865,0.785281763,-0.600045433,
109868,-1.642569683,1.816825306,0.130932954
109874,1.334450697,1.358450265,
109877,0.505040239,-0.644832495,
109882,0.361783251,-0.178045422,-1.197399554
109888,-1.324575652,0.649932662,-0.158819191
109891,0.798431061,-0.564459665,
109897,-0.372684541,-0.228277216,
109908,-0.670680929,-0.133575832,
109914,-0.211667518,-0.766735061,-0.268561067
109917,1.037315117,0.254677286,
109919,0.972533501,0.154453881,
109922,0.817340786,0.133700877,
109925,0.668402617,0.718727272,
109931,0.682243025,-0.686536215,
109935,0.529882208,-0.726068331,
109946,0.873608796,-0.087626568,
109949,0.440259139,0.064980737,
109960,0.512055338,0.864338752,
109969,0.579061509,0.31368214,-1.267149776
109975,0.589400228,-0.800094514,
109977,0.927613335,0.782534495,
109980,-0.062619283,-0.371889514,-0.652699067
109985,-1.238542114,-0.193604682,-0.110539183
109986,-0.449080197,0.535374653,
109992,0.440171674,0.152221922,
109995,1.033757538,0.443965017,
109998,0.539555085,-0.263389447,
110001,0.890430765,-0.83217435,
110004,-0.796883846,-1.601597014,1.156869704
110010,1.094452954,0.051405967,
110016,0.497957832,-1.21959503,
110023,1.041525259,0.061843017,
110031,0.330466213,-0.167584937,-1.101109199
110034,0.325771962,-0.480461916,
110036,0.133478552,-2.061661668,1.885454452
110039,0.613687138,0.290577233,
110042,-1.057439272,1.47025026,
110045,0.379132241,-0.74824367,
110051,0.319064949,0.88139247,
110054,1.021539796,1.10962587,
110056,0.43326006,-0.610349536,
110068,0.594880685,-0.396256294,
110071,1.245392948,-0.056937181,
110089,1.172710752,1.395422994,
110092,-0.946514682,1.18961712,0.444301301
110097,1.020905529,0.85172927,
110100,0.910435471,-0.003785173,
110103,-1.753126593,-0.837041522,-0.229863698
110108,0.354090612,-1.248414355,
110114,-0.169778233,-0.789782062,
110131,0.577204517,-1.092832084,
110133,0.287279203,-0.728872959,
110138,0.191993694,-0.697160797,
110150,-0.108381432,-0.723350741,-1.15335554
110153,0.995012128,1.148936054,
110156,0.315943206,-1.293316641,
110159,-0.960131424,1.39493953,0.253420603
110165,-1.028307496,1.604959397,0.114417705
110166,-0.062619283,-0.371889514,-0.652699067
110167,-1.472121419,-1.769546719,
110168,-0.175102436,0.099771535,
110173,0.64632089,-0.385924924,
110176,-0.175102436,0.099771535,
110177,-1.589628495,-1.427569186,0.421812255
110180,0.782888412,0.28332198,
110183,0.608773452,-0.529644056,
110185,0.672887143,0.046350994,
110193,-0.944296425,0.185951337,-0.087344762
110196,1.126640427,1.922925202,
110197,0.472681039,0.607118238,
110198,0.472681039,0.607118238,
110199,0.642820977,0.443425734,
110200,0.642820977,0.443425734,
110201,0.592837817,0.097403537,-1.294950055
110202,-1.834703193,-0.539674988,0.21329807
110209,0.910435471,-0.003785173,
110210,0.83949164,1.031968512,
110211,0.910435471,-0.003785173,
110212,0.237176378,-0.145559205,
110214,-1.119859314,-1.25158173,-0.336307137
110217,0.338347309,-0.491195413,-0.997012046
110220,-1.618896636,-0.194298001,-0.042583467
110225,-2.042676987,0.257093424,0.552103196
110227,-1.273181819,-2.556480109,
110230,-0.724457479,-0.1252788,
110232,-1.473979817,0.173459926,-0.136620763
110235,0.552142556,1.187954651,
110241,-1.238542114,-0.193604682,1.096133078
110245,-0.497551807,0.629765009,
110247,0.641227509,0.375454642,
110250,1.166803498,0.003688809,
110255,0.967117789,0.041617477,
110261,-0.837332936,-0.522018606,
110266,0.728266418,0.129664275,
110269,1.457718128,0.191213605,
110272,0.041820598,-1.087277811,-0.644724492
110278,1.011328609,-0.304202683,
110289,0.809593556,-1.379248059,
110292,1.161052145,1.026074095,
110295,-1.204698809,0.345491769,-0.448361912
110301,0.807954494,-0.193078215,
110304,0.659859758,0.365367334,
110306,0.519658716,0.455929202,
110318,0.958087295,0.063662221,
110324,-1.558239438,1.070366294,-0.337591277
110330,-1.172673839,-1.104647046,
110333,-1.41838806,0.427629491,0.720229058
110336,0.845735596,0.189523392,
110345,-1.330301405,-0.907852202,
110348,0.599406311,-1.200774794,
110354,-1.291347243,0.903448247,-0.289349813
110359,-1.103996536,0.420351471,
110364,0.40905153,-1.092078328,
110367,-1.759761806,-0.331454745,0.895509491
110372,0.919288464,0.873244514,
110386,1.025410118,1.418866539,
110397,0.64965799,-0.790442273,-1.122161818
110400,0.517684782,0.772138486,
110405,0.735867556,-0.272941916,
110411,1.010709361,0.45586935,
110414,0.212928439,-0.034803731,
110422,1.212255575,0.40528112,
110425,1.161639523,0.947104767,
110428,0.971004664,-0.015574967,
110437,0.804545633,0.524859153,
110440,0.517357279,-0.42514847,
110441,0.269328628,-0.600252585,
110447,-0.122506074,0.372822347,-0.026842134
110450,0.614592196,-0.762822849,
110452,0.879299389,0.612846528,
110455,-1.462450539,-2.378807452,
110466,-0.69322678,0.210176977,-0.180917448
110475,0.748213859,-0.994229736,
110478,0.438993895,-0.997578751,
110481,0.887758518,-0.174233943,
110484,0.641227509,0.375454642,
110485,-1.828582937,2.167410601,0.71935412
110486,0.699331659,0.596604708,
110487,0.485101833,-1.145081388,-1.350320799
110499,-0.15544014,-0.241918926,
110501,-1.664795526,-1.656109684,-0.144930571
110507,-0.684480791,-3.491473948,-0.333677173
110508,0.398437733,0.390109713,
110509,0.936591307,0.8040987,
110510,0.936591307,0.8040987,
110511,0.936591307,0.8040987,
110512,0.550711518,-0.849193504,
110515,0.883890597,-0.147259403,
110522,0.548798682,-0.990144109,
110523,1.099466676,-0.727434204,
110526,0.44857953,-0.274081134,
110529,-1.665418816,-0.879319536,0.175669978
110531,0.998942471,0.740059675,
110534,-1.50487336,1.178947395,0.119600895
110551,-1.170772977,0.829181407,
110553,-0.811667443,-1.688439962,-0.859886055
110556,0.276725588,-0.269465969,
110559,0.32782583,0.052694568,
110562,1.28177474,2.367571971,
110568,-0.483333797,-1.471802532,-1.184132399
110581,0.813922701,-1.245169857,
110583,-0.665945618,1.347016726,
110586,-1.264952974,-0.01135329,0.234767599
110590,-0.796883846,-1.601597014,1.156869704
110607,-1.280829716,-0.101170334,-0.09855808
110619,-1.670089864,0.878188265,-0.258440952
110621,0.608076742,-0.543392596,
110623,1.137001063,-0.19593641,
110626,0.574844349,-0.451844806,
110629,-1.379355554,-0.325926291,-0.437686116
110634,0.733492823,0.568153984,
110646,-1.420901777,-1.012617333,-1.038434613
110648,0.259228448,-0.934800326,
110654,0.822176302,0.815438464,
110660,-1.119859314,-1.25158173,-0.336307137
110665,0.891883292,-0.669761733,
110668,1.211467346,0.391601797,
110671,0.554635691,-0.25031866,
110680,1.173130023,0.686441987,
110683,0.839563702,-0.081023967,
110686,0.344161558,-0.212958941,
110689,-0.911252158,1.672979662,
110694,-0.169065588,0.380556679,
110697,0.006906603,0.041728988,
110702,-0.798671288,-0.880886746,-0.133256687
110705,-1.457805021,1.89021977,-0.351072625
110707,-1.944369993,-1.90794467,
110708,0.040193136,-0.586881355,
110711,0.830222513,0.212080926,
110716,0.571585941,0.040552938,
110724,1.134077871,0.891455103,
110727,0.102225996,-0.001885921,
110730,-0.70612916,0.505662258,-0.6938887
110733,-0.201010938,-0.553906439,
110736,0.577458542,-0.82055508,
110742,0.310796335,-0.355218288,
110746,0.762373168,0.245624739,
110760,1.028460245,0.049343304,
110763,0.153477637,2.47820282,
110766,0.48144309,-0.06385384,
110769,-1.781069521,1.685522048,0.286942326
110778,-1.420901777,-1.012617333,-1.038434613
110780,-0.643414234,-0.295995423,-0.287425218
110783,1.077196892,0.13039859,
110792,-0.850909921,-1.868203456,
110795,0.548433581,0.030257247,
110798,-0.91246683,-1.518297531,-0.559701891
110800,-2.323341712,1.039915189,-0.172884589
110808,0.957230096,0.131211206,
110811,-1.335114453,-1.450655873,0.071219129
110814,0.973468253,-0.257849014,
110817,0.536035759,-0.402541176,
110820,-1.790934299,-1.589837111,-0.390348086
110823,-1.224532818,1.421218322,
110825,1.22663576,-0.527094598,
110828,-1.250769434,-0.819700908,-0.118516719
110831,-0.492079884,-0.071908888,
110833,0.319802087,-0.269185722,
110839,0.287875044,-0.154279725,-0.85217973
110845,-1.492712923,0.301536972,-0.071936587
110847,0.522817711,-1.289129339,
110856,-0.340377112,-0.327322804,
110879,0.423381674,-0.0474288,
110882,0.154564204,0.818916243,
110885,0.359529594,-0.171614664,
110897,-2.174197571,1.9574141,
110905,0.638885624,0.91041734,
110922,0.860336175,1.4568583,
110931,0.880390834,-0.733684672,
110937,0.618375468,-1.115807638,
110939,1.074725777,0.286432766,
110957,-1.513822341,0.46522665,1.511952446
110961,0.908379971,-0.975794382,
110967,-1.621311315,-0.926619522,0.221745642
110970,-1.976106216,1.253191707,0.838990312
110973,0.281041786,-1.345820446,
110978,0.645886189,0.207814521,
110984,0.614797443,-0.351945783,
110992,0.285735249,0.375426149,
111001,-0.131100557,0.635552229,
111009,0.068981844,-0.700937317,
111012,-1.093956826,1.593448066,
111015,0.269452546,-0.948904697,
111021,1.116686252,0.789276086,
111030,1.082419302,0.735734279,
111033,-1.715505279,1.416807743,2.842529892
111035,0.810809016,1.421287286,
111041,0.83949164,1.031968512,
111052,-0.926119496,1.044787728,
111062,0.75969097,1.059582121,
111065,-2.165509361,0.399714999,1.231259359
111067,0.480924975,-0.309768336,
111076,1.031916007,1.038391374,
111088,-0.503742558,0.092837253,
111094,0.787682486,0.216448099,
111097,0.620753724,-1.870860818,
111100,0.0557225,-0.737950723,
111102,0.593992447,0.089021426,
111111,0.76500842,-0.9274035,
111113,0.443707026,-0.176918076,
111122,-0.763367891,-1.194801261,0.879539135
111131,0.393133116,0.145979842,
111136,0.814939437,0.194540831,
111139,0.651528338,-1.367967759,-1.261926516
111142,-0.057931094,0.034774954,
111148,0.577204517,-1.092832084,
111157,-0.326398778,0.241649327,
111159,-0.471518478,1.547534118,
111165,0.843734908,-0.474530371,
111174,0.678489745,0.45553028,
111180,0.940290373,0.39033306,
111183,-0.333795653,0.325816491,
111189,0.928278469,1.026663307,
111192,0.859577197,0.085224402,
111198,0.160513259,0.157812044,
111201,0.434193085,-0.323402476,
111207,-1.753126593,-0.837041522,-0.229863698
111209,-1.851397561,-2.331324304,-0.202551019
111213,1.203902226,0.878654024,
111219,0.379132241,-0.74824367,
111222,0.794587152,0.415234078,
111225,0.37121969,-0.598436611,
111227,0.301348304,-0.952210184,
111230,0.706192937,-0.835353724,
111233,0.980576357,-0.296325105,
111244,0.880390834,-0.733684672,
111250,0.759908886,0.771730893,
111253,0.488301075,-0.956016617,
111259,0.486681059,0.461035548,
111261,0.754650108,0.769604334,
111264,0.979854939,1.013795636,
111270,0.588882577,-0.931363575,
111272,-0.865995586,-0.580257439,
111282,-1.380048011,-0.859723534,-0.204182215
111287,1.014092182,0.527552301,
111292,-1.375089399,0.938002757,
111295,0.257453288,0.99507609,
111298,0.376557026,-0.825980944,
111308,0.845808293,-0.167099982,
111311,0.641962354,-0.4796872,-0.858612077
111317,-0.11166242,-1.164665883,
111320,0.873969314,0.149972592,
111322,0.563325198,-0.58344917,
111328,0.487597677,-1.431361435,
111334,0.580810891,0.747742486,
111340,1.007279127,1.498685372,
111346,-1.500553425,0.992476824,
111349,0.327033062,-0.308059547,
111352,0.760620759,-0.556573994,
111358,-0.326398778,0.241649327,
111363,0.538330397,-0.137932948,
111372,-1.122960319,0.209681973,-0.235304616
111378,0.113809876,-0.88900092,
111387,0.260299225,-1.148056462,
111390,0.641985521,0.441019152,
111396,1.308399706,-0.006857897,
111401,0.166086115,-1.582627297,
111404,0.753108503,1.109396893,
111410,0.54188542,0.010934211,
111422,-0.570794941,1.353046857,
111425,1.1416219,0.604718222,
111440,0.307211895,-0.295997507,
111452,-0.122389869,-1.950307601,
111455,1.040289599,1.009620348,
111458,-1.746217781,1.606463709,
111463,0.750685694,-0.435542495,
111475,1.116689775,0.730588189,
111506,-2.227037389,-1.190041649,0.311644211
111520,0.254887157,-0.569368126,
111530,-0.310013985,0.49200612,
111535,0.703238262,0.01047391,
111540,0.940943739,0.203099604,
111558,0.946783465,0.892342936,
111572,1.0857676,0.359727603,
111583,-1.215361483,-0.662673293,0.201922496
111597,0.669655166,-0.073488094,
111603,0.505502914,-0.481323594,
111607,0.505947182,0.771600975,
111616,-0.820329897,-0.918509994,
111625,0.646880974,0.36951348,
111628,-0.426523735,0.512898707,
111631,0.02913948,-0.069795371,
111634,-0.620850533,0.824611083,-0.950941649
111636,1.078092629,-0.126601385,
111639,-0.837402939,0.178399955,
111654,1.149640389,0.991001722,
111660,0.485101833,-1.145081388,-1.350320799
111663,0.606791175,0.511656441,
111669,0.332041594,-1.514962889,
111690,0.882389361,-0.00951138,
111693,-1.103763626,1.344426509,
111695,0.677691963,-0.891359464,
111698,1.021539796,1.10962587,
111700,0.137028925,-0.624973602,
111703,0.748403349,-0.484897394,
111706,-0.122655388,-0.6090408,-0.35536078
111712,0.463986112,-1.332998564,
111720,1.040438849,-0.571921255,
111723,1.114005077,0.345778479,
111729,-1.053270985,1.81917585,-0.049020169
111737,0.672918437,0.004931831,
111739,-0.742573057,-0.707551058,
111742,0.309893837,-0.303032853,
111748,0.542144387,-0.060307641,
111766,0.395341064,1.212085604,
111769,0.56414786,-0.373113774,
111780,1.075112149,1.215403197,
111789,-0.257781704,-0.261554777,
111806,1.495544774,1.174479972,
111818,-2.133162639,0.960804943,0.09987127
111820,-0.731074474,0.63031004,
111823,-1.665418816,-0.879319536,-1.078139859
111836,-1.264952974,-0.01135329,0.234767599
111838,-0.712645403,-3.495279405,-0.333677173
111839,0.426663259,-0.548442775,
111846,0.997782035,-0.515552376,
111848,-0.724457479,-0.1252788,
111851,-0.724457479,-0.1252788,
111852,0.402612319,1.667597309,
111853,-1.119859314,-1.25158173,-0.336307137
111856,-0.826264445,-0.12635883,
111857,-1.034798347,5.149724112,0.036078472
111860,-1.769656074,-0.996819751,-0.270382308
111863,-0.850909921,-1.868203456,
111864,0.402612319,1.667597309,
111868,0.04953549,-0.790509577,-0.851393897
111869,-1.325236974,-1.666869809,
111873,-1.015062082,0.231768757,0.905341879
111874,-1.071670994,0.205316172,
111875,-1.951884069,-0.157515454,0.784635234
111876,-1.951884069,-0.157515454,
111884,1.081787194,0.481333672,
111887,-1.656768392,0.053115386,-0.322665713
111891,-0.181113147,-1.770057339,
111893,-1.327817953,-0.176703697,0.302938151
111897,0.678489745,0.45553028,
111898,-1.473979817,0.173459926,-0.136620763
111901,-0.451876349,-2.41676192,-0.861057447
111905,0.739482747,0.368134678,
111906,-0.381207815,1.314193268,
111915,0.429986939,-0.848148936,
111917,0.663780086,-0.226866086,
111923,0.539421697,-0.778250631,
111927,-0.427679641,0.45433889,
111931,-0.426523735,0.512898707,
111932,0.106238957,-1.083556495,
111936,1.074226712,0.483725474,
111937,0.094330477,-0.343491232,
111938,-1.951884069,-0.157515454,0.805837364
111951,-1.066504662,0.263446034,
111960,-2.515106119,0.250815274,0.289833027
111963,-1.099394804,1.365757383,-0.543423731
111966,0.532300991,0.39135141,
111972,-1.127497516,2.02429229,
111979,0.342621915,-0.856427607,
111982,-1.565806797,-0.459260081,-0.300407005
111990,-0.021665692,-0.070770888,
111998,-1.948015429,0.753601969,0.685864826
112000,-2.203284459,0.370211149,0.079529493
112003,-1.670089864,0.878188265,-0.258440952
112004,-1.454290494,1.787972574,-0.285090412
112007,-1.50487336,1.178947395,0.119600895
112013,-0.108381432,-0.723350741,-1.15335554
112022,-2.539465214,1.423502869,-0.201050109
112025,-0.044301998,-1.151466693,
112028,1.247881883,1.130253915,
112031,0.390314661,-0.240708165,
112034,1.100944579,1.879263545,
112046,0.685106676,0.536589415,
112052,0.956340416,0.105199654,
112061,1.011798869,-0.325697937,
112064,0.430084943,-1.070569101,
112070,-1.629481793,1.068283349,-0.320244902
112072,1.510018737,0.536823731,
112078,-0.971109791,0.295706537,
112083,0.618150864,0.080162527,
112086,0.589400228,-0.800094514,
112089,0.78856494,-0.655127109,
112098,0.549279273,-1.006573019,
112106,0.640024921,-0.062019391,
112112,0.836265733,-0.621639827,
112121,-1.715505279,1.416807743,2.842529892
112123,0.804023447,0.557560583,
112126,-2.343490653,0.858284762,0.345571381
112132,-0.723019543,-0.230220234,
112135,1.152594017,0.428208389,
112138,0.531675818,-0.341858951,
112143,-1.071670994,0.205316172,
112145,-0.620850533,0.824611083,-0.824466547
112151,-0.981478292,1.413782601,
112158,-0.14711107,-1.351422287,-1.716628015
112160,0.695253624,-0.890074943,
112172,0.422735002,-0.604768473,
112174,0.820319058,1.070564855,
112177,0.479639834,-1.252252095,
112182,0.44060529,-0.567191469,
112185,0.754762843,-0.657253202,
112197,-0.165397008,-0.855770903,
112200,0.644303966,-1.560514942,
112203,0.976890691,1.055932328,
112212,0.611557004,-0.498476698,
112215,0.044298585,1.067957152,-0.784001608
112218,0.606791175,0.511656441,
112221,0.467332901,0.253625614,
112224,0.910077545,1.590855174,
112230,0.926356853,-0.678363086,
112235,-0.985316672,0.346026987,
112237,-0.519359419,-1.270237324,-0.017738091
112240,0.042104889,-1.110880313,
112243,0.724485334,0.664529922,
112246,1.089036363,-0.525483848,
112249,1.201018725,1.199958813,
112254,-1.508099397,-0.277460475,-0.049685062
112260,0.769325795,-0.050956841,
112263,1.286730244,0.966646259,
112266,0.684988763,0.231341122,
112269,0.142577571,-1.036301642,
112271,0.682920742,-2.124680804,
112273,1.149640389,0.991001722,
112279,-0.811667443,-1.688439962,-0.859886055
112281,0.482110876,0.380624683,
112287,-0.338126799,-2.190925373,-0.83820823
112290,1.510018737,0.536823731,
112293,0.253194818,1.835547111,
112296,-0.127715151,0.249319185,
112299,0.401099507,-0.823637093,
112324,0.717215228,0.13819915,
112326,-0.15544014,-0.241918926,
112332,0.921780947,-0.678107305,
112338,0.558599967,-0.222906055,
112341,1.247881883,1.130253915,
112344,1.000381823,0.893936622,
112350,0.3979909,1.034136647,
112355,0.453993089,0.037212933,-1.246704994
112358,0.982531649,-0.088202874,
112375,-1.238542114,-0.193604682,1.096133078
112386,0.922661806,-0.44957442,
112389,-0.626280088,-0.264024292,-0.651951401
112391,-0.141536347,0.630372323,
112394,-2.39558216,1.792870942,-0.721594222
112402,1.210328053,0.647032559,
112405,0.398437733,0.390109713,
112408,0.461826081,0.23197879,
112411,-2.174197571,1.9574141,1.510808414
112414,0.852852347,-0.299515017,
112417,0.489409332,-0.51257409,
112420,0.614797443,-0.351945783,
112426,-1.651243133,1.406353848,-0.086114565
112429,1.095394527,0.52545614,
112446,0.756013501,0.070791824,
112449,0.890061642,-0.866907819,
112463,-0.577080223,0.247075615,-0.363945879
112469,0.104745757,-0.286141511,
112471,0.231351749,-1.064619673,
112480,0.879796658,-1.565603673,
112486,0.061790626,-2.255481634,-0.572039681
112503,0.917659777,0.922949831,
112512,-0.320574948,-0.018227668,
112515,0.805514411,-1.534978187,
112527,0.777769135,-0.098114926,
112530,0.658627265,0.726073703,
112533,0.834131599,1.140843663,
112545,0.631018694,0.218830216,
112548,-1.934731856,-0.785491006,-0.218912221
112556,0.672887143,0.046350994,
112559,-0.776084485,0.909662694,-0.259943921
112562,0.693135167,0.856894137,
112564,1.073593998,0.212147885,
112567,-1.325925859,-0.025647508,0.000206652
112570,1.0796721,1.723837006,
112573,-1.754203504,2.414873712,-0.187069902
112580,0.549279273,-1.006573019,
112584,0.724390073,-0.230761481,
112595,-1.072527566,-0.127313076,
112596,0.578600201,1.067492197,
112597,1.477751223,0.788288855,
112598,-1.769656074,-0.996819751,0.050305908
112599,0.71951013,0.459971837,
112600,0.71951013,0.459971837,
112601,0.955112215,1.672052216,
112602,0.955112215,1.672052216,
112603,-1.615166698,-0.416773647,-0.046985552
112605,0.955112215,1.672052216,
112606,0.233521919,-0.094945698,
112607,-1.69650336,0.826471856,-0.635729181
112608,-1.753109498,-2.369233767,-0.327575999
112611,1.156416616,-0.315091838,
112612,-1.003457895,0.831126037,
112620,-0.235175587,0.850022495,
112623,-0.235175587,0.850022495,
112624,0.512055338,0.864338752,
112627,0.744901659,0.853343544,
112630,-0.983683392,-1.747786231,-0.64970112
112631,0.266850496,-0.629443071,2.05392251
112632,1.048490741,0.980621932,
112633,0.266850496,-0.629443071,2.05392251
112634,-2.465485766,2.058963488,3.137279152
112635,0.501684388,-0.19744636,
112641,-1.045727214,0.137681939,-0.837998555
112646,-0.524373543,-0.267098904,-0.64381796
112648,-0.424935966,-0.782410084,
112658,0.35325222,0.818872939,
112664,1.319566731,1.585645854,
112670,-1.976106216,1.253191707,0.838990312
112673,0.132876816,-1.711049556,
112679,0.671434739,-0.160515493,
112682,0.281918957,0.512798548,
112685,1.146316454,0.247755657,
112688,0.817445865,-0.000944043,
112691,0.543336777,0.357300705,
112694,-1.976106216,1.253191707,0.838990312
112700,0.302167654,-0.486509297,-0.684833256
112703,1.006079161,0.368854579,
112709,0.666132721,1.020829759,
112712,0.639695407,-0.468802694,
112715,0.72152731,0.420048339,
112727,0.532221727,-0.371278811,
112733,0.257737057,-0.640779138,
112736,-0.984273934,1.135794842,-0.611750561
112739,-0.474078168,2.134135014,
112746,-0.028406534,0.065138514,
112749,-1.236206446,-0.153552237,-0.252957646
112752,0.644240064,-0.10706725,
112755,1.139179143,1.37130702,
112758,0.430084943,-1.070569101,
112761,-2.250172927,0.641200665,0.243120775
112767,-1.708915845,-0.021633361,0.002711775
112772,0.708643046,-0.273563221,
112775,0.12389311,-0.293071456,
112778,0.936077813,0.388217514,
112781,-2.539465214,1.423502869,-0.201050109
112783,-0.942277648,-0.158800461,
112789,0.849533784,0.349862082,
112792,0.410909692,-0.768495145,
112793,-0.654239248,-0.439937468,
112799,0.447151066,0.002615452,
112802,-1.34532324,-0.362407194,-0.705895132
112807,0.870482589,-0.740855998,
112809,0.905768907,0.388565559,
112812,1.075112149,1.215403197,
112815,-0.270821925,-1.297716402,
112821,-1.656122312,0.241470673,2.185090615
112824,0.183029234,-1.862371395,
112827,-0.577080223,0.247075615,-0.363945879
112832,-0.495462262,0.380503357,-0.511560468
112835,0.64965799,-0.790442273,-1.122161818
112840,0.979854939,1.013795636,
112843,0.938338844,0.561329754,
112858,1.008510875,0.458780842,
112861,-0.837402939,0.178399955,
112866,0.564686485,-0.115195515,
112869,1.109942127,-0.105038425,
112872,-0.865995586,-0.580257439,
112884,1.000378478,0.650710598,
112890,-1.053270985,1.81917585,-0.523581804
112892,0.467976044,1.389858054,
112901,-0.009502349,-1.138156198,
112904,1.114733552,-0.279951272,
112910,0.646822859,-0.447458073,
112913,0.328529765,1.46901568,
112918,0.870482589,-0.740855998,
112925,0.845735596,0.189523392,
112931,-0.599712373,-0.466047494,
112939,0.485861302,0.24490419,
112943,-0.22912198,-0.538348646,
112946,1.255431298,0.420617116,
112952,1.004415892,0.387524278,
112955,0.574844349,-0.451844806,
112964,0.331760315,-1.098606128,
112967,-0.868849265,-0.070726097,-0.977690789
112969,-1.136776365,-1.426197234,
112971,0.946092292,0.92824028,
112980,0.782888412,0.28332198,
112983,0.44857953,-0.274081134,
112986,1.074274069,-0.493446406,
112989,1.109942127,-0.105038425,
112997,0.031421053,-1.553277473,
112999,0.808557643,-0.553479913,
113002,0.546499118,-0.267831347,
113008,0.635704786,-1.724383634,
113011,0.592837817,0.097403537,-1.294950055
113017,0.807756754,-0.438920657,
113025,0.872543677,-0.702019045,
113028,-0.841717987,-1.546982354,-0.99945958
113031,0.979717435,1.810835418,
113034,-1.792810074,2.346099937,-0.243411963
113037,0.939848663,0.254727772,
113045,1.545674421,1.37923711,
113048,1.062373839,-0.155863537,
113051,0.699139566,-1.529178214,
113054,0.649074281,-0.853454179,
113057,0.592306106,0.340272694,
113061,-0.868849265,-0.070726097,-0.977690789
113066,0.718676115,0.626008353,
113070,-0.109225666,-0.960284341,
113076,-1.280829716,-0.101170334,-0.09855808
113083,0.652178953,-0.493422556,
113092,0.579061509,0.31368214,-1.267149776
113100,-1.473376857,-0.347616157,-0.085544029
113102,0.7582679,0.752692738,
113105,0.527855833,-0.388147308,
113108,-1.553824602,-0.637685623,0.030215524
113111,0.120395939,-0.53377819,
113112,1.03341624,-0.22021351,
113113,0.452838578,-1.028978593,
113116,0.786483568,1.169931822,
113117,0.83949164,1.031968512,
113121,-0.037984138,0.89335945,
113122,-0.037984138,0.89335945,
113124,-1.513822341,0.46522665,0.462114343
113127,1.048490741,0.980621932,
113128,1.029118193,0.200123764,
113130,-0.322271659,0.170900765,
113133,-1.75118041,-1.506675127,-0.026083426
113135,0.492962316,0.107203566,
113137,-0.763367891,-1.194801261,-0.69023187
113143,-0.274437517,-1.18700038,
113149,-1.68752616,-1.136096034,0.174224426
113152,-1.491854022,-0.88233298,-0.386353227
113158,0.332878513,-0.690730559,
113166,-0.665945618,1.347016726,
113169,0.069313242,-1.4063237,
113172,-1.823963962,1.0735723,
113174,-0.115611826,-2.030352369,-0.431740162
113187,1.348350365,0.152389538,
113190,0.031161028,-0.423832133,
113193,1.060020902,-0.305945338,
113196,0.587717194,0.317161914,
113199,1.319267609,0.182189903,
113204,-1.379367578,1.699823592,
113214,-0.935365431,1.022056504,
113216,-1.771523082,-0.179868708,-0.539137873
113218,-1.714993198,-0.356828218,
113220,0.530471092,-1.089573534,
113223,0.892748807,-0.847848731,
113226,-1.029789057,0.850563202,-0.634525953
113233,0.224140111,-0.766145552,
113249,-0.589290582,0.501380351,-0.352760853
113254,0.519658716,0.455929202,
113257,-0.141536347,0.630372323,
113265,0.024135033,0.882561087,
113271,-0.890550584,-0.387970757,
113273,1.24295824,-0.444676867,
113276,0.919288464,0.873244514,
113279,0.826804079,-0.145497123,
113282,0.202953673,-1.806412109,
113288,0.463067686,0.609801563,
113303,1.457718128,0.191213605,
113306,0.945600691,0.171084884,
113309,1.25281137,1.297936576,
113312,0.837032878,1.424709199,
113315,0.799024133,0.0091286,
113318,0.183517779,0.018056723,
113334,0.495422524,-0.149383648,
113340,0.69143283,-0.426954611,
113343,0.867283685,1.229065632,
113352,0.832360604,1.77675224,
113355,-0.142136347,-1.432555346,-0.570678118
113366,0.423381674,-0.0474288,
113369,0.311250179,-1.354314308,
113372,1.158515888,0.155730887,
113375,0.065299917,-0.910274347,
113378,0.413561503,-0.88423043,
113381,-0.474078168,2.134135014,
113384,0.226879965,-0.005867318,
113387,-1.584461541,-0.213484919,
113398,-0.575308208,3.433869443,
113401,0.727673388,1.064922227,
113404,0.130320149,-0.261367212,
113412,-2.183753804,-0.439770951,0.378471974
113417,0.614858017,0.324331293,
113422,1.040289599,1.009620348,
113425,0.60492742,-0.225150738,
113428,-1.183099667,-0.224029419,0.322705046
113433,0.899244254,-0.446314003,
113436,-1.497749212,-1.098013716,3.811466514
113442,0.611444684,0.195409139,
113454,0.612602039,-0.442898346,
113457,-0.575308208,3.433869443,
113460,-0.371760574,-0.791766543,-0.482689449
113463,0.841448857,0.53064276,
113480,-0.340299622,1.351553418,
113489,0.710678544,0.190550448,
113492,0.632019697,0.957095695,
113495,-1.185985609,1.312610715,
113498,1.149969043,0.425520938,
113504,-1.39028079,2.535930095,-0.197352392
113510,-1.9193467,1.507052692,6.936524153
113523,-0.915025056,0.244934655,
113529,1.205700154,0.836974429,
113532,-0.543880045,-0.88050629,0.013230906
113535,-1.715505279,1.416807743,2.842529892
113540,1.046847884,0.144233094,
113543,-0.069575994,-0.576632906,
113551,-1.00142896,-1.478775664,-1.212195419
113557,-1.551459525,3.193290883,0.437525166
113570,0.430084943,-1.070569101,
113582,1.247450805,1.64922978,
113585,-0.326398778,0.241649327,
113589,-0.865995586,-0.580257439,
113600,-1.497749212,-1.098013716,3.811466514
113603,-0.291669526,-0.154767692,
