bblid,envSES,envHouseholds,neighborhoodCrime
88478,0.766922876,2.07322042,
88484,-1.236206446,-0.153552237,-0.252957646
88486,-1.330301405,-0.907852202,
88493,-1.49752616,0.533117529,-0.437752789
88499,-0.371471653,-2.198056698,0.08027057
88505,-1.491854022,-0.88233298,-0.386353227
88523,0.72822991,-1.602497736,
88529,-0.519359419,-1.270237324,-0.868366911
88538,-1.632920628,1.947999994,-0.619829813
88541,-1.187021017,-1.683484734,
88547,-1.170772977,0.829181407,
88554,-0.255800113,-0.110564591,
88560,-0.94402655,-1.489346297,
88563,0.571585941,0.040552938,
88568,-1.264952974,-0.01135329,0.234767599
88576,-1.49752616,0.533117529,0.572654402
88583,-1.278430839,1.068310794,-0.055334428
88586,0.826804079,-0.145497123,
88589,-1.50487336,1.178947395,0.119600895
88591,-1.754925331,-0.320875651,
88593,0.721855877,-0.487364261,
88596,0.474601199,0.332052083,
88599,-0.658850589,0.771671199,-0.733953484
88605,1.225346309,-0.435825413,
88608,-1.560050333,1.486668978,1.308405062
88611,-0.742311558,0.444048157,-0.159803859
88618,-1.392248489,1.995666084,-0.121643914
88621,-1.146791005,-0.386928732,-0.202701901
88624,-0.524373543,-0.267098904,-0.64381796
88629,-0.03545648,-0.452953886,-0.75202838
88649,-1.099394804,1.365757383,-0.543423731
88657,-1.658750553,0.63641787,0.416278824
88661,-0.643414234,-0.295995423,-0.287425218
88666,-0.168332934,-1.076560558,-0.699104348
88672,-0.80240764,-0.229682137,0.011131503
88677,-0.14711107,-1.351422287,-0.963740401
88683,1.258521088,0.486274474,
88686,-0.385658119,-0.660801803,
88693,0.721855877,-0.487364261,
88699,0.735867556,-0.272941916,
88702,-0.589290582,0.501380351,-0.352760853
88728,0.358448554,-1.042926832,
88731,0.805393992,0.128714549,
88737,0.973284243,1.097434377,
88746,0.916114945,-0.115305215,
88752,-0.510896776,-0.303212491,1.280918921
88755,0.81022453,-0.617624372,
88760,-1.753126593,-0.837041522,-0.229863698
88763,0.512055338,0.864338752,
88770,-1.629481793,1.068283349,-0.320244902
88773,-1.38532064,-0.871103707,-0.500386829
88776,1.216382487,1.79451408,
88782,0.087107254,-0.752067514,
88791,0.275750788,-0.103929892,
88794,-0.744259099,-2.084002122,
88797,-1.029616762,-0.428652754,0.878691348
88800,0.941710078,1.339709499,
88803,0.546499118,-0.267831347,
88806,1.0294599,0.598209242,
88812,1.083481598,1.699962538,
88815,0.394746034,-0.970176175,
88830,-1.932002052,-1.336418887,
88833,1.151566977,0.191251502,
88839,-0.255412798,1.818954061,
88841,0.120395939,-0.53377819,
88844,-0.360901957,-1.320169598,-0.914253847
88853,-0.520459148,-1.171526418,-1.008796284
88859,-1.823963962,1.0735723,
88864,-0.864026853,-1.386360158,0.49936889
88867,-1.645783554,-0.125396186,-0.210539829
88869,0.606087149,0.986595117,
88872,-1.16785179,1.044516406,
88875,-1.161115097,0.574298775,-0.052931414
88878,0.596409853,1.1625093,
88881,0.825824532,-0.075464371,
88889,-0.54068543,-0.266056466,-0.200712451
88895,-1.420686112,-0.891052519,
88902,-1.397148394,-0.840627726,3.432146389
88907,0.98695421,-0.739936664,
88910,0.957404488,0.444065763,
88913,0.696990936,-0.585186256,
88918,0.054725772,0.235758909,
88924,1.074547888,0.552698611,
88929,-1.111589347,0.017597473,-0.049451035
88932,0.928874945,0.867109571,
88935,0.531856234,-0.898830562,
88947,1.021866674,0.282255182,
88955,-1.177619692,-0.260466409,-0.828310949
88974,1.065498278,1.141613764,
88983,-0.117390596,-0.684028447,
88986,-0.243645442,0.370445254,
88992,-0.141536347,0.630372323,
88995,1.082343632,0.179439369,
88998,-1.656122312,0.241470673,2.185090615
89000,-0.14711107,-1.351422287,
89005,-0.683985172,-0.901718428,
89011,-1.996677775,0.388576923,0.255115111
89013,-1.527135731,-0.889957325,-0.395977676
89015,0.665935876,-0.139690336,
89021,0.340516643,-1.836751601,
89035,-0.557289909,-2.013975235,-0.173648093
89044,-0.500460177,-0.323684176,-0.211572073
89053,-1.589186759,-1.241540306,-0.030785756
89058,-1.632920628,1.947999994,-0.619829813
89063,-1.655836073,0.043864964,-0.295835842
89066,0.563017635,-0.086995166,
89069,-0.726891108,0.569610247,-0.366058443
89075,0.38892781,-0.778148337,
89083,-1.437673292,-0.01242333,-0.200509399
89086,0.724993704,-0.665967836,
89089,0.861759226,1.480449348,
89095,1.125320617,0.021006975,
89098,0.623935558,0.54921344,
89104,0.748239079,-0.652176672,
89115,-0.336140469,0.952205564,-0.73183323
89118,-1.090679197,0.459960297,
89124,1.012623141,-0.371539509,
89127,0.960399592,-0.098809966,
89132,0.870691451,0.075465568,
89135,-1.618896636,-0.194298001,-0.042583467
89143,1.271947633,0.92861115,
89146,0.882311881,-0.044657744,
89158,0.988581738,1.368645023,
89161,0.211390614,-2.019569769,2.502355311
89164,1.100944579,1.879263545,
89167,-1.264952974,-0.01135329,
89170,-1.264952974,-0.01135329,0.234767599
89175,0.516816875,1.214401461,
89181,1.169626333,-0.555636939,
89184,-1.589628495,-1.427569186,0.421812255
89186,-0.068950176,-0.568029536,
89189,0.972533501,0.154453881,
89200,-1.753126593,-0.837041522,-0.229863698
89201,-1.370138353,-2.181014589,-0.164814975
89204,1.008747154,-0.327728519,
89211,-1.119859314,-1.25158173,-0.336307137
89214,0.302167654,-0.486509297,-0.684833256
89226,0.534794798,0.178061819,
89234,0.892421048,1.922235453,
89248,0.944809262,-0.37860149,
89260,-1.466151082,0.351940187,0.668223014
89263,0.631257224,-0.801922519,
89266,1.040672003,-0.176462889,
89274,0.999793727,-0.344609363,
89279,-1.878108159,0.868348092,0.156164149
89284,0.337712874,-0.085093196,
89288,0.636129474,0.202314643,
89294,0.543336777,0.357300705,
89297,0.095000064,0.014663891,-0.641921434
89300,0.64965799,-0.790442273,-1.122161818
89306,0.202953673,-1.806412109,
89309,-0.151697659,-2.45259475,
89314,-1.422589675,2.482805775,-0.260195028
89317,-1.560385091,0.313233726,1.154496009
89320,-1.512168382,-1.94919747,-0.272628797
89334,0.623969036,1.126734819,
89344,-0.779049501,-1.825910728,
89347,1.153634514,0.09680295,
89350,0.689919614,0.579024423,
89364,0.598104795,0.170041451,
89367,-0.371760574,-0.791766543,-0.482689449
89369,0.659049474,-0.848393589,
89374,0.810809016,1.421287286,
89377,-1.996677775,0.388576923,0.255115111
89383,1.281211857,1.613284446,
89398,-0.453607442,-0.118577499,
89410,0.409686159,-0.060500999,
89427,1.034279307,0.940977424,
89441,-0.864026853,-1.386360158,0.49936889
89451,0.440402312,-1.35257325,
89460,1.117369641,0.563250027,
89463,0.931315979,1.037210086,
89467,0.792929155,-0.213137985,
89478,-0.095581574,-0.158295488,
89484,0.010136278,-1.511049815,
89490,-0.002555986,-0.803923491,
89493,1.178112603,0.696278409,
89496,0.773959349,-0.555306031,
89499,0.976890691,1.055932328,
89502,-1.416070967,-1.156280333,-0.83719122
89505,1.183810938,-0.598801539,
89508,0.997782035,-0.515552376,
89511,-0.420542073,-2.097436262,-0.303858913
89514,1.065498278,1.141613764,
89517,0.029290634,-1.144460029,-0.465668456
89522,1.117745743,-0.276397926,
89525,0.12389311,-0.293071456,
89534,0.094330477,-0.343491232,
89554,0.808557643,-0.553479913,
89557,1.276832028,-1.684440978,
89561,0.69143283,-0.426954611,
89567,0.042852913,-0.717355045,
89579,0.944857111,1.326523073,
89582,0.844521521,0.376313298,
89587,-0.543880045,-0.88050629,0.013230906
89592,0.818019351,0.292109278,
89606,-1.221044669,1.655569505,
89614,-1.690713972,-0.296757864,-0.189193331
89615,-2.106571887,-0.338552662,
89618,0.81914191,-0.770411838,
89627,0.563507428,0.075292434,
89632,0.321609998,1.336560783,
89638,0.975601688,1.301306385,
89641,0.735836482,-0.411729084,
89647,1.388578299,0.329535282,
89650,0.590890127,0.13680605,
89653,-0.21590955,-0.079545899,
89664,0.35325222,0.818872939,
89667,0.221614864,0.897052633,
89672,-0.117390596,-0.684028447,
89683,0.859577197,0.085224402,
89701,1.125320617,0.021006975,
89707,0.57196133,0.925336301,
89710,0.366534292,-0.016982023,
89713,0.262598612,-0.683231863,
89716,-0.145856101,0.473902287,
89719,0.568366038,-0.427284515,
89722,0.823513774,-0.016528847,
89725,0.481313018,-0.292892104,
89731,0.947955869,-0.55570593,
89743,0.624637189,0.708560411,
89746,0.467445675,-0.586552784,
89749,0.865370284,0.489499448,
89752,1.077127301,-0.049709687,
89755,0.543540631,-1.132519129,
89758,0.069313242,-1.4063237,
89771,0.671197702,-0.377745724,
89780,1.150400542,0.001169514,
89786,0.827436032,-0.167010738,
89789,0.864217321,-0.350466683,
89801,0.690508537,-0.973007384,
89813,0.75969097,1.059582121,
89816,-0.15544014,-0.241918926,
89821,-1.226649413,-0.266811968,-0.047944779
89823,0.494959438,-1.27802469,
89826,0.59971217,-1.019531042,
89834,-1.056696306,0.18768702,
89845,0.644631806,-0.568857453,
89850,0.946543474,-0.092757598,
89853,0.51943974,-0.783710702,
89856,-1.012072085,0.708764768,
89861,1.017418457,-0.099861924,
89869,0.530471092,-1.089573534,
89872,0.896824461,1.214867683,
89878,0.227840115,-0.384368119,
89881,0.729637722,1.197997362,
89887,-0.877266079,0.50575558,
89892,-1.469480177,0.029834449,-0.249083599
89898,-0.122506074,0.372822347,-0.026842134
89906,0.669655166,-0.073488094,
89921,0.967704767,0.289642393,
89941,1.117369641,0.563250027,
89944,0.401795901,0.277959359,
89946,-0.69322678,0.210176977,-0.180917448
89947,0.339301826,-0.32348271,
89953,0.332674653,-1.353476747,0.182699803
89963,-1.828582937,2.167410601,0.71935412
89965,0.480924975,-0.309768336,
89968,0.45559139,1.022121177,
89973,1.258521088,0.486274474,
89976,0.529440596,-0.512992267,-1.315703675
89984,0.031135955,-0.463760268,
89991,0.583553622,0.617362082,
89994,1.093267283,1.142028988,
90000,0.765439239,-0.023272503,
90003,0.433531651,0.632795889,
90008,0.53359004,0.432354887,
90016,0.335652308,-0.451411164,
90018,0.940036519,0.561488235,
90021,-0.072570006,0.273590009,-1.307085288
90027,-0.829815932,0.682390392,
90030,0.825709322,0.154650849,
90033,1.004850731,1.044821101,
90042,0.626155105,0.99575048,
90045,-1.716254856,1.571059369,-0.518983465
90047,0.929769949,0.686529511,
90050,-0.124727543,-0.782163773,
90060,0.98695421,-0.739936664,
90063,1.126640427,1.922925202,
90066,-2.011621269,-0.598917307,-0.415781351
90068,0.653353692,0.868737429,
90071,0.743953607,0.251895168,
90077,1.117369641,0.563250027,
90080,1.219061554,0.062600205,
90088,0.510577465,-1.49723113,
90091,0.619766963,1.063419781,
90094,0.679257097,0.333889581,
90107,-0.011383491,-2.304692617,
90113,0.276240073,-0.406337104,
90116,0.461589796,-1.155949302,
90134,0.068981844,-0.700937317,
90137,1.021866674,0.282255182,
90140,-2.137485466,1.506291216,0.750261975
90158,1.100944579,1.879263545,
90161,-0.893774439,0.553832349,
90163,0.72726089,0.132455994,
90172,0.979854939,1.013795636,
90175,0.994924853,-0.742801885,
90181,1.009910867,0.414794328,
90187,0.939670364,-0.389173813,
90189,1.004304783,0.969576767,
90192,0.709915416,-0.748093104,
90195,0.543128308,0.486711302,
90201,0.321411227,-1.328782953,-1.029257429
90206,0.827527768,1.410821741,
90211,0.402612319,1.667597309,
90217,-0.657805043,-0.158337068,
90220,0.562593652,-0.618913337,
90226,-2.359740853,2.085336404,
90228,0.542253637,-0.342921609,
90233,0.301611736,0.824068328,
90236,-0.127334992,-0.820589757,
90241,-1.74980481,1.137124819,-0.468128033
90251,0.627457032,-2.79036986,-0.741848936
90256,0.785530482,-0.440747243,
90262,0.722853902,0.210890911,
90281,0.073243764,-0.624506922,
90301,-0.321206302,-1.94923658,
90310,-0.19086731,-0.961653732,
90316,0.676024873,-0.296456888,
90322,-0.306513753,0.660910588,-1.168777711
90325,-0.521980568,0.844783308,
90331,-0.657805043,-0.158337068,
90334,0.301070104,-0.602451396,
90340,0.319064949,0.88139247,
90343,0.916114945,-0.115305215,
90358,0.581962471,-1.441301172,
90367,0.689741506,-0.773742246,
90369,1.089146775,-0.180446035,
90376,-0.19368435,0.135067289,
90384,1.060562368,0.79302287,
90387,0.257453288,0.99507609,
90395,0.955112215,1.672052216,
90398,1.245748653,0.220773329,
90401,0.455503186,-0.120220572,
90406,-1.928413638,-0.121258376,
90411,-1.920303292,1.595148338,0.357189462
90416,-1.762165846,-1.618645606,0.632674908
90428,-0.142020233,-1.104428499,0.327060187
90439,0.512055338,0.864338752,
90445,1.186683158,-0.23338666,
90451,1.258521088,0.486274474,
90462,0.276535402,-1.512309058,
90465,-0.551414248,-0.680767122,
90476,1.378548212,0.953003546,
90479,-1.36929493,-0.280567668,-0.197554294
90481,1.302980728,0.932530961,
90488,0.911165892,0.16590137,
90499,1.224756423,0.631027464,
90508,0.818374284,1.401727471,
90511,1.1416219,0.604718222,
90514,0.931603897,0.212780957,
90517,-0.675759967,-0.220675576,-0.783113052
90520,0.604525014,0.493571309,
90529,1.353961642,0.163722633,
90538,0.612433343,-0.033928284,
90547,0.088985655,-0.590444236,
90550,0.012619111,-0.700767842,
90552,0.663444497,-0.05222062,
90555,0.957215469,-0.655388475,
90561,-1.39928078,1.489848386,0.684641577
90569,-0.039728329,-1.065871692,
90577,-1.2631888,-0.258650453,
90585,0.506328146,0.232086869,
90592,-1.429844754,1.0315594,0.209911747
90613,-0.673957011,1.393815734,
90626,0.206469542,0.404761661,-0.91416939
90628,0.955112215,1.672052216,
90631,1.021866674,0.282255182,
90654,0.516816875,1.214401461,
90666,-1.012072085,0.708764768,
90667,-0.532805512,-1.226488494,
90676,0.825824532,-0.075464371,
90683,-1.045584992,-1.858962723,
90686,-0.490537333,-1.245934873,-0.518344561
90705,0.612602039,-0.442898346,
90706,0.689919614,0.579024423,
90716,-1.645783554,-0.125396186,-0.210539829
90717,0.529300585,1.389072603,
90721,0.936077813,0.388217514,
90724,-1.071670994,0.205316172,
90729,-1.951884069,-0.157515454,0.892358702
90732,-1.513822341,0.46522665,1.511952446
90736,-1.59137309,1.016465797,0.002706993
90738,-1.29222705,1.301908371,
90742,-0.326398778,0.241649327,
90743,-0.647695821,-0.371238226,-0.282085918
90744,-1.324575652,0.649932662,0.037762861
90745,-0.557289909,-2.013975235,-0.173648093
90746,-1.34532324,-0.362407194,-0.705895132
90750,-0.701109245,0.881291026,
90754,-1.535000923,-0.444278314,0.30740874
90761,0.899244254,-0.446314003,
90765,-1.593960174,0.572853924,0.240920418
90768,0.606087149,0.986595117,
90771,-1.154176908,-0.778070344,0.476125762
90772,-1.694069402,-0.608404346,-0.416437151
90779,-1.615166698,-0.416773647,-0.046985552
90780,-0.399944915,0.337777601,
90783,-1.218628861,-0.91184359,-0.41620997
90784,0.944287492,0.441035466,
90785,0.307211895,-0.295997507,
90791,0.237570603,-0.823918267,
90794,-0.749912243,0.747522196,-0.465035396
90798,0.227586591,-1.32146271,-1.008584523
90815,-0.053104704,-2.226532165,
90821,-2.039564713,0.274270225,0.42873802
90825,-1.769656074,-0.996819751,0.050305908
90834,0.591759,-0.794362823,
90849,0.60224685,-0.96443122,
90852,-0.500460177,-0.323684176,-0.211572073
90862,-1.934731856,-0.785491006,-0.218912221
90865,1.125161257,0.259743412,
90874,-0.424364305,-0.965129416,-0.819711216
90877,-0.749912243,0.747522196,-0.465035396
90880,-1.560050333,1.486668978,1.308405062
90889,-2.515106119,0.250815274,0.289833027
90892,1.126072766,0.660640118,
90922,0.491898611,-1.288296956,
90927,0.04953549,-0.790509577,-0.851393897
90933,0.259228448,-0.934800326,
90939,0.661970039,0.045399818,
90946,-1.109515718,-0.435433672,1.543653095
90952,-1.408215661,-0.690711277,-0.980093299
90964,-0.046769713,1.509654925,-0.564861604
90967,-0.758085648,-1.272054974,-0.37131484
90975,-2.06738412,-0.606451697,-0.415781351
90978,1.013713101,1.089626698,
90984,-0.965222585,-2.02321689,
91009,-1.41838806,0.427629491,0.720229058
91011,-1.938282219,1.152726207,1.548537339
91025,-0.358200551,0.438113625,-0.134992195
91031,-0.131100557,0.635552229,
91042,-1.041010499,-0.020762272,-1.106293593
91059,0.375065404,-0.496875025,
91068,-0.461541454,-0.182957559,
91074,-0.524373543,-0.267098904,-0.64381796
91082,-1.648949786,-0.435469051,0.461385274
91087,0.310171355,-0.578197337,
91093,0.702658043,0.764270485,
91104,-1.908216704,0.178484924,2.028280139
91106,-1.849633953,-0.412585124,
91107,0.284226531,0.36213182,
91110,0.145596249,-1.101981806,
91121,-0.865995586,-0.580257439,
91131,0.583553622,0.617362082,
91134,-0.474078168,2.134135014,
91139,1.237138851,0.800470851,
91145,-1.621311315,-0.926619522,0.221745642
91151,0.223759538,0.010160476,
91152,-1.452047994,0.238026423,-0.771026748
91154,0.814347443,-0.295259117,
91157,0.707619902,-0.502163588,
91171,0.242313095,-1.258254999,
91174,-1.336338903,-1.860107262,
91178,1.081251568,0.279726786,
91181,0.95696485,0.072385673,
91184,-1.135661415,-2.252506103,
91187,-1.234240094,2.407899981,
91195,-0.773008984,-1.661909071,-0.318764728
91210,-2.515106119,0.250815274,0.289833027
91213,-1.264952974,-0.01135329,0.234767599
91216,-1.29222705,1.301908371,
91219,0.319325301,-0.441569492,
91222,0.625206702,-0.788676133,
91227,-1.49752616,0.533117529,-0.437752789
91229,1.202517465,-0.063072901,
91232,0.554354099,0.493993352,
91241,0.64459441,-1.397355911,
91244,0.512797909,-0.341177539,
91247,-1.547621824,0.387257498,-0.228060628
91259,0.926356853,-0.678363086,
91262,-1.665290074,-1.064558747,-0.407035443
91265,-1.29222705,1.301908371,
91273,-1.363933467,0.623588222,-0.481525277
91275,-0.993402169,-1.188784055,
91287,-0.225534176,-2.142077605,
91289,0.492962316,0.107203566,
91295,-1.284045741,-0.577519763,
91298,0.645886189,0.207814521,
91310,-1.302303873,-0.600364919,0.182759309
91316,-1.596417599,-0.512385097,0.198043434
91320,0.898446313,0.272026165,
91326,-0.621174268,-1.583461984,-0.385838793
91332,0.514288109,-0.383948595,
91335,-1.606967593,1.716854107,0.775881543
91338,-0.474078168,2.134135014,
91341,-0.543880045,-0.88050629,0.013230906
91345,1.247450805,1.64922978,
91356,0.554354099,0.493993352,
91364,0.59971217,-1.019531042,
91382,-1.584461541,-0.213484919,
91387,-1.834703193,-0.539674988,-0.063166607
91390,-0.579262111,-1.515748258,-0.041799764
91393,-1.716277805,-1.393603,1.629186031
91398,1.481235419,0.542448164,
91404,0.773670162,-0.366204736,
91413,0.839155613,-0.490881995,
91416,-0.122978718,-1.999203642,-0.315889679
91422,-1.500553425,0.992476824,
91432,-0.731074474,0.63031004,
91434,-1.034798347,5.149724112,0.036078472
91437,-1.9193467,1.507052692,6.936524153
91440,-1.173835786,-2.108642165,-0.763827389
91445,-1.281361411,-1.239865079,0.396508984
91449,-0.838200451,-1.048312644,0.162900947
91452,0.975700485,0.933537816,
91458,1.115085546,-0.589145776,
91460,0.239297409,-0.627607863,-0.600462613
91463,-0.409699804,-0.897512041,
91466,-1.111589347,0.017597473,-0.049451035
91469,0.856335715,-0.688451682,
91477,-1.392248489,1.995666084,-0.121643914
91483,1.134077871,0.891455103,
91486,-1.457805021,1.89021977,-0.351072625
91489,-1.69650336,0.826471856,-0.063121708
91502,-0.17761064,-2.266279132,-0.692667807
91505,-0.935101798,-1.60161305,-0.288231536
91508,1.021539796,1.10962587,
91511,1.477751223,0.788288855,
91514,-0.047516776,-2.028343073,-0.477045493
91517,-1.673338666,0.740705599,
91526,1.124991771,0.79067046,
91532,0.637157519,-0.660595084,
91535,-0.675215974,1.230374827,0.107195581
91538,0.69222977,-0.016984861,
91544,-1.316219842,-0.115376914,-0.828369185
91546,0.281516849,-0.338480374,
91555,-1.051199578,-1.590837756,-0.380455046
91560,-1.823963962,1.0735723,
91565,-1.314624377,0.76368481,1.187542473
91568,-1.828582937,2.167410601,0.71935412
91570,-0.14711107,-1.351422287,-0.963740401
91580,-2.029162991,-0.639532241,0.665010966
91583,0.911165892,0.16590137,
91586,0.81914191,-0.770411838,
91589,-0.560287226,-2.764030222,0.120453161
91609,0.163692464,-0.766640275,
91615,-1.823963962,1.0735723,
91621,-0.39430138,1.31514385,-0.475671973
91623,-0.757897858,1.399520225,
91629,-1.533312203,-0.685035958,0.039305339
91632,0.653353692,0.868737429,
91640,-1.932002052,-1.336418887,
91643,-0.042857247,0.02107406,
91646,0.955112215,1.672052216,
91648,-0.383481181,0.009124541,
91660,-2.334495183,-1.617346645,
91669,0.586492193,-0.389447702,
91674,-0.603187592,-0.456693895,-0.639141028
91677,-0.865995586,-0.580257439,
91679,-0.761417349,2.064615697,-1.124564402
91689,0.794014673,0.122959652,
91694,-0.589290582,0.501380351,-0.352760853
91709,-1.512373448,1.69970834,0.493205892
91714,1.231990563,0.948717314,
91717,-0.495462262,0.380503357,-0.511560468
91723,-1.324575652,0.649932662,0.297647822
91726,0.91579979,-0.527956043,
91729,-0.524857828,-0.377420444,0.308873402
91731,0.76457088,1.070245751,
91740,0.532014277,-1.313216484,
91753,0.340834781,-0.481332819,
91756,0.689822097,0.382589036,
91759,-1.670089864,0.878188265,-0.258440952
91762,-0.235175587,0.850022495,
91765,-0.231057857,0.51939276,
91768,0.239222657,-0.715538543,
91771,1.083046173,-1.155780434,
91774,0.583607645,-0.824270161,
91789,-1.934086962,-1.489360618,-0.17645813
91791,0.975817147,-0.038046278,
91797,0.458635217,0.151541231,
91800,1.227771615,1.185875612,
91803,1.17941446,-0.459720063,
91806,0.654899452,0.139929479,
91818,0.651528338,-1.367967759,-1.261926516
91820,-1.635767922,1.742469493,0.391962284
91833,0.766799166,-0.570121552,
91836,0.181769824,-0.605050971,
91839,-1.422589675,2.482805775,-0.260195028
91842,0.120395939,-0.53377819,
91845,1.074725777,0.286432766,
91848,-1.715505279,1.416807743,2.842529892
91849,-0.865995586,-0.580257439,
91852,0.207696083,-1.868974566,
91855,1.117369641,0.563250027,
91861,1.117022902,0.107859167,
91870,0.766799166,-0.570121552,
91873,0.331223044,0.130815054,
91885,0.900360697,-0.202045163,
91897,-1.402993088,-1.385620593,0.710674461
91900,-1.441778909,-1.226491482,0.272719411
91903,0.876457048,-0.447807017,
91906,-1.056696306,0.18768702,
91908,-0.205569253,0.761554008,
91914,-0.176657116,-0.799367025,
91919,-0.165397008,-0.855770903,
91924,1.126640427,1.922925202,
91927,0.94352431,0.901660966,
91933,0.817445865,-0.000944043,
91936,-1.908216704,0.178484924,2.028280139
91939,0.493846369,-1.107747396,
91953,0.707204354,-0.458420839,
91956,-1.277365401,0.715363065,0.535372735
91959,0.628708437,-0.507985045,
91962,-1.416070967,-1.156280333,-0.83719122
91970,-1.862355476,1.15115506,0.873651507
91978,0.061303613,0.133248504,
91984,-1.473979817,0.173459926,-0.136620763
91990,-2.165509361,0.399714999,0.343537618
92004,0.430084943,-1.070569101,
92006,0.579061509,0.31368214,-1.267149776
92009,0.736486925,0.564253673,
92014,0.987735141,0.314986523,
92025,0.396961963,-0.79695731,
92028,0.752684905,0.418313649,
92031,1.03341624,-0.22021351,
92034,0.701736478,-0.599657802,
92037,-0.158536664,0.11172938,-0.713268019
92040,0.886088467,0.20310123,
92043,-1.520821348,0.378013587,0.418515092
92046,1.06246685,-2.338553433,
92049,-1.452047994,0.238026423,-0.771026748
92051,0.940718446,2.438691933,
92054,-1.2841266,0.563364632,-0.126327088
92056,0.494377224,0.266333549,
92059,0.389186064,-0.638312145,
92062,0.744901659,0.853343544,
92065,0.969025015,0.766162962,
92068,-1.932002052,-1.336418887,
92077,0.396080919,0.953306432,
92083,0.574844349,-0.451844806,
92086,-0.117390596,-0.684028447,
92089,0.467976044,1.389858054,
92092,1.06942813,1.704117679,
92098,-0.749912243,0.747522196,-0.465035396
92101,0.562470991,0.453713757,-0.490290961
92107,0.106689913,-0.087754995,
92121,0.480410488,-0.437907299,
92124,0.323907343,-0.348023657,
92127,0.766799166,-0.570121552,
92133,0.194621448,0.294256063,
92136,0.728676906,-1.512658458,
92147,0.504407221,-1.07033078,
92152,0.097755436,-1.381124824,
92155,-2.539465214,1.423502869,-0.201050109
92159,0.790074194,-1.727969024,
92165,1.202517465,-0.063072901,
92168,1.021866674,0.282255182,
92177,0.237570603,-0.823918267,
92182,-1.029616762,-0.428652754,0.878691348
92188,1.161639523,0.947104767,
92193,0.689822097,0.382589036,
92196,1.344041259,1.041506573,
92205,1.010963217,0.052402508,
92211,-1.839485386,-0.53117823,0.197002897
92216,0.618454502,-0.793630839,
92221,1.066462394,-0.020578116,
92226,0.979749379,1.364952978,
92235,0.380200301,0.436126798,
92240,-0.598145554,-1.305066554,
92245,0.956340416,0.105199654,
92260,0.751399917,-0.314521626,
92267,0.091534327,-0.414806211,0.646691098
92269,0.834131599,1.140843663,
92275,0.409686159,-0.060500999,
92278,0.896824461,1.214867683,
92287,0.997782035,-0.515552376,
92289,-1.670089864,0.878188265,0.198417947
92292,1.036156086,0.487191015,
92300,1.294522417,0.001617061,
92303,0.496387914,-0.789453347,
92306,0.870691451,0.075465568,
92312,0.665178443,0.401024066,
92315,1.229093776,1.442325968,
92321,1.149640389,0.991001722,
92324,-0.838200451,-1.048312644,0.162900947
92329,1.205700154,0.836974429,
92332,0.967117789,0.041617477,
92335,-1.294739704,-1.176132405,-0.081869301
92341,0.175013134,0.311128232,
92353,-0.905789784,-0.238336273,-0.40308858
92357,0.463067686,0.609801563,
92362,0.892748807,-0.847848731,
92365,-0.427679641,0.45433889,
92371,0.876091878,0.8918006,
92377,1.285685345,1.552812743,
92380,0.806079647,1.18407353,
92383,0.818320169,-0.351946201,
92398,0.422735002,-0.604768473,
92403,-0.187559546,-0.80405044,
92406,0.869764768,-0.313807358,
92412,-0.355115229,-1.748478624,-0.317628301
92415,-0.495462262,0.380503357,-0.511560468
92427,-0.572362694,0.387806806,-0.587934009
92430,1.017418457,-0.099861924,
92436,1.295741787,-0.096243391,
92442,0.760445353,-0.254444907,
92450,0.989288016,-0.486109914,
92456,0.317508678,-1.672847819,
92465,0.262598612,-0.683231863,
92468,0.65508816,-0.692852136,
92474,0.654779405,0.332094091,
92477,-0.870050116,-1.412754605,-0.565930781
92480,0.729715237,0.238794522,
92494,1.128266887,0.750184618,
92497,-0.021665692,-0.070770888,
92500,0.845735596,0.189523392,
92503,0.375671182,-0.433688933,
92512,0.963581677,0.015496011,
92518,0.57078361,-0.01583686,
92521,0.184755413,-1.008514583,
92524,0.717697007,0.264222421,
92527,1.020265419,0.681366991,
92530,1.244981764,-1.742046841,
92539,-0.276986996,0.763989737,
92545,-0.09172833,-0.914565484,
92551,0.650507403,-1.160810718,
92554,0.337712874,-0.085093196,
92560,0.571585941,0.040552938,
92563,1.022065415,0.120111559,
92565,-0.186635681,0.139877178,-0.493956617
92571,0.899244254,-0.446314003,
92574,-1.589186759,-1.241540306,-0.030785756
92579,0.450315596,-1.530738173,
92582,-1.483057386,-1.024628553,-0.63520396
92584,1.248382615,0.804920791,
92587,0.972533501,0.154453881,
92590,-0.577080223,0.247075615,-0.363945879
92596,1.124991771,0.79067046,
92598,-0.326398778,0.241649327,
92606,1.436001406,1.865081536,
92609,1.1416219,0.604718222,
92618,0.693135167,0.856894137,
92633,0.63436262,-0.062386518,
92635,1.161052145,1.026074095,
92637,1.216382487,1.79451408,
92648,0.618953676,-0.284136256,
92654,1.562277548,-0.393730674,
92657,-1.361790267,1.03389906,-0.419088523
92666,-1.623891483,2.634883902,
92669,0.824467884,0.153508403,
92677,0.735867556,-0.272941916,
92680,1.178816107,0.195080971,
92686,-0.374549443,-2.248181703,
92691,0.176304078,0.543095546,
92694,0.231351749,-1.064619673,
92700,0.554354099,0.493993352,
92703,0.80608104,1.849620383,
92722,-0.837402939,0.178399955,
92734,0.924737812,0.104931556,
